PROJECT REFERENCE NUMBER|DESCRIPTION|ARCHITECT|TOP NUMBER|DATE ISSUED|FLOOR AREA|COST|RESIDENTIAL UNITS
A0704-47801-2011-BP01|PROPOSED ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT, BLOCKS 246 TO 256 WITH NEW LIFTS/LIFT LOBBIES ON LOT 12950P MK 18 AT BISHAN STREET 22 THIS TEMPORARY OCCUPATION PERMIT IS ISSUED FOR BLOCK 253 LIFT 'B' & BLOCK 254 LIFT 'B' ONLY|LIM BOON LENG JOHN|201547137|04/06/2015||0|0
A1809-00006-2011-BP01|ERECTION OF PEDESTRIAN OVERHEAD BRIDGE 1 FROM SOC BLOCK AND PEDESTRIAN OVERHEAD BRIDGE 2 FROM REGIONAL HOSPITAL ACROSS BOON LAY WAY AND COVERED LINKWAY 1 & 2 ALONG BOON LAY WAY ON LOTS 04857P PT & 05564P PT MK05 AT BOON LAY WAY [THIS TOP IS FOR PEDESTRIAN OVERHEAD BRIDGES 1 AND 2 ONLY]|LIM LIP CHUAN|201547145|05/06/2015|1068.09|3000000|0
A1996-00002-2013-BP01|RECONSTRUCTION OF AN EXISTING 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH A NEW ATTIC AND A SWIMMING POOL ON LOT 05728W MK 25 AT 3A POOLE ROAD|SNG PUAY KOON|201547148|05/06/2015|662.84|1209000|1
A0393-01357-2012-BP01|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 9 BLOCKS OF 18-STOREY RESIDENTIAL BUILDING (TOTAL: 884 UNITS) WITH 1 BLOCK OF MULTI-STOREY CARPARK, 2 PRECINCT PAVILIONS, 2 ESS, SENIOR CARE CENTRE (SCC) AND RESIDENTS' COMMITTEE CENTRE (SENGKANG N1 C29) ON LOT 1860MPT MK 21 AT RIVERVALE CRESCENT - THIS TOP IS FOR BLOCKS 164B AND 164 MSCP (EXCLUDING RCC, SCC AND ROOF GARDEN)|TEH WENG KUANG|201547178|08/06/2015|160100.0|134660000|0
E3242-72164-2010-BP01|CONSTRUCTION OF A 60MGD WATERWORKS AND ANCILLARY FACILITIES AT LOWER SELETAR ON MK 20 LOT 04312X AT SELETAR EXPRESSWAY / SELETAR WEST LINK (YISHUN PLANNING AREA) ON LOTS 04312X  & 04380M  MK 20 AT SELETAR EXPRESSWAY - THIS TOP IS ISSUED FOR MEMBRANE FILTRATION BUILDING AND GUARD HOUSE ONLY|James Currie|201547164|08/06/2015|5710.14|51978000|0
A0849-00106-2010-BP01|WATERFRONT PUBLIC HOUSING DEVELOPMENT COMPRISING 3 INTERLINKED BLOCKS OF 18-STOREY RESIDENTIAL FLATS (TOTAL 804 UNITS) WITH   BASEMENT CAR PARK AT LOT 2334N PT, 1556X PT, 1242K, 1241A PT & 2045V PT, MK 21 AT PUNGGOL WAY / PUNGGOL WALK / SUMANG LINK(PUNGGOL WEST CONTRACT 22) ON LOTS 1241A , 1242K , 1556X , 2045V  & 2334N  MK 21 - THIS TOP IS ISSUED FOR  BLOCK 310A WITH BASEMENT CARPARK|TONY ANG KONG SIONG|201547170|08/06/2015||0|0
A1875-00003-2012-BP01|SINGLE-USER GENERAL INDUSTRIAL DEVELOPMENT INVOLVING ERECTION OF A 3-STOREY TEST WELL BUILDING AND A SINGLE-STOREY UTILITY BUILDING ON LOT 02817V MK 06 AT 1 BENOI CRESCENT|SIM KOOI CHUAN|201547173|08/06/2015||0|0
A0784-01417-2014-BP01|ADDITIONS & ALTERATIONS TO EXISTING UNIT #01-173 FOR USE AS SOCIAL SERVICE OFFICE AT BLOCK 315 SEMBAWANG VISTA ON LOT 03265N MK 13|CHUA SEOW ANN|201547177|08/06/2015|288.69|600000|0
A1994-00029-2012-BP01|ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT, BLOCKS 213 TO 224 WITH NEW LIFTS/ LIFT LOBBIES ON LOT(S) 04200K , 04235C , 04236M , 04238V , 04359P , 04360W , 04361V , 04373M , 04374W , 04375V , 04514X , 04515L , 05326C , 05329V , 05331W , 09880W , 09881V , 10277T  & 10318T  MK17  AT LORONG 8 TOA PAYOH (LIFT UPGRADING PROGRAMME)--THIS TOP ISSUED FOR  FOR BLK 220  LIFT A,  BLK 221 LIFT A   ONLY|ONG LI CHING GIDGETELENA|201547179|08/06/2015|3368.39|8200000|0
A0781-00035-2011-BP01|PUBLIC HOUSING DEVELOPMENT COMPRISING 1 BLK (14-STOREY), 2 BLKS (17-STOREY), 2 BLKS (18-STOREY), 2 BLKS (19-STOREY) RESIDENTIAL BUILDING (TOTAL:862 UNITS) WITH 1 BLK (6/6 STOREY) MSCP, ESS, PRECINCT PAVILION, COMMERCIAL, RC CENTRE AT BT. PANJANG N4 C15 ON LOT 01643K PT MK14 AT FAJAR ROAD  (THIS TEMPORARY OCCUPATION PERMIT IS GRANTED FOR BLOCK 442D [17-STOREY RESIDENTIAL BLOCK])|WONG TOON JIN|201547181|08/06/2015|130485.64|137730000|96
A1753-00207-2013-BP01|ERECTION OF 5-STOREY SINGLE-USER INDUSTRIAL DEVELOPMENT WITH ROOF TERRACE ON LOT 05300W MK24 AT 7 PLAYFAIR ROAD|LAU CHEE MENG|201547136|08/06/2015|2187.91|3600000|0
A1626-00006-2013-BP01|RECONSTRUCTION TO THE EXISTING 2-STOREY DETACHED DWELLING HOUSE WITH ADDITION OF A NEW 3RD STOREY HOUSE ON LOTS 00210C, 00860A, 00862N PT TS29 AT 4 JALAN NOVENA|LEE CHIOW HON|201547183|08/06/2015|493.83|1027440|1
A1694-00176-2010-BP01|ERECTION OF A 8-STOREY RESIDENTIAL FLAT (TOTAL 36 UNITS) WITH 1ST STOREY AND BASEMENT COMMERCIAL SHOPS (TOTAL 9 UNITS) MECHANICAL CAR PARKS AND COMMUNAL FACILITIES ON LOTS 00213N, 00212K AND 00205V TS09 AT 233 RIVER VALLEY ROAD|LEOW JONG KEE|201547184|08/06/2015|2225.85|8989433|36
A1578-00003-2012-BP02|ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT, BLOCKS 332 TO 337 & 339 TO 341 WITH NEW LIFTS/ LIFT LOBBIES & BLOCK ENTRANCE PORCHES AT HOUGANG AVENUE 5 & 7 (LIFT UPGRADING PROGRAMME) ON LOTS 3722N, 3723X, 3724L, 3725C, 3726M, 3847W, 3848V, 3853T, 3854A, 3855K, 3856N, 3857X, 4451W, 4452V, 4453P, 4454T, 4455A, 4456K & 7860M MK22 [TOP FOR BLOCK 339 LIFT B AND BLOCK 341 LIFT C ONLY]|ANG MAE-LI|201547186|09/06/2015|3060.87|10730500|0
A0884-12619-2012-BP01|ERECTION OF PART 3-STOREY / PART 7-STOREY MULTIPLE-USER WAREHOUSE DEVELOPMENT (TOTAL 71 UNITS) WITH ANCILLARY STAFF CANTEEN AND SUBSTATION ON LOT 2931A MK 29 AT TAMPINES INDUSTRIAL CRESCENT|TAN MEOW HWA|201547194|09/06/2015|120213.76|89000000|0
A1974-00069-2014-BP01|PROPOSED NEW SKEET & TRAP RANGE AT NATIONAL SHOOTING CENTER ON LOTS 1281L MK 12 AT 990 OLD CHOA CHUKANG ROAD, SINGAPORE (WESTERN CATCHMENT PLANNING AREA)[THIS TEMPORARY OCCUPATION PERMIT IS GRANTED FOR CONTROL ROOM ONLY.]|ALVIN NG YEOH CHUI|201547193|09/06/2015|122.78|60000|0
A1369-02081-2013-ST102|PROPOSED ERECTION OF A 3 LEVEL UNDERGROUND CIVIL DEFENCE MASS RAPID TRANSIT STATION FOR THOMSON LINE AT ANG MO KIO - MAYFLOWER STATION (ANG MO KIO PLANNING AREA) ON LOT(S) 03370M , 08841C , 08843W , 10001M , 11926W , 13270P , 16121C , 16688M  & 17904K  MK18 AT ANG MO KIO AVENUE 3|POH KONG BENG|201547195|09/06/2015||0|0
E3785-00002-2013-BP01|CONSTRUCTION OF CONTAINER BERTHS P30, P34, P35 AND STACKING YARD AT PASIR PANJANG TERMINAL PHASE III ON LOT(S) 4296V , 4846T , 4874W , 4949T , 4999K  & 5020K  MK03, 3049C  MK 34 AT PASIR PANJANG ROAD - THIS TOP IS ISSUED FOR BERTHS P34/P35, STACKING YARD, 1 NO. OF LIGHTING MAST, 2 NOS. BUS STOP/TOILET & SUBSTATION NO. SS35W1|LAY KOK HIN|201547196|09/06/2015||0|0
A1073-00007-2014-BP01|ADDITIONS AND ALTERATIONS TO EXISTING KITCHEN AT BLK 1 IN INSTITUTE OF MENTAL HEALTH (IMH) ON LOT(S) 01402A  & 02390W MK 21 AT 10 BUANGKOK VIEW|MARK CHIN YEW WEI|201547200|10/06/2015|1979.67|481697|0
A0781-00003-2012-BP01|RESIDENTIAL PUBLIC HOUSING DEVELOPMENT COMPRISING OF 6 BLOCKS OF 19-STOREY FLATS (TOTAL : 637 UNITS), 1 BLOCK OF MULTI-STOREY CAR PARK WITH COMMUNITY FACILITIES, PRECINCT PAVILION & ESS ON LOT 09785L PT MK 24 AT CIRCUIT ROAD - THIS TOP IS ISSUED FOR BLOCK 18A ONLY|WONG TOON JIN|201547201|10/06/2015||0|0
A0870-00025-2013-BP01|CONSERVATION, ADDITIONS & ALTERATIONS TO A 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH AN ADDITION OF A MEZZANINE AND A 4-STOREY REAR EXTENSION ON LOT 98040M MK25 AT 5 LORONG 24A GEYLANG (GEYLANG PLANNING AREA)|CHOY KAH KIN|201547204|10/06/2015|490.52|2136650|0
A1967-00117-2011-BP01|ADDITION & ALTERATION WORKS TO ASIAN CIVILISATIONS MUSEUM ON LOT 00277P TS10 AT 1 EMPRESS PLACE (DOWNTOWN CORE PLANNING AREA)|LI SAU KEI|201547206|10/06/2015|853.82|6979802|0
A1127-00078-2013-BP01|ERECTION OF 1 UNIT OF 3-STOREY CORNER TERRACE HOUSE WITH ATTIC & ROOF TERRACE ON LOT(S) 00707X  & 09766L  MK26 AT 25 DUKU ROAD|SOH CHIP LEONG|201547207|10/06/2015|486.11|1127443|1
A0781-00010-2011-BP01|CONDOMINIUM HOUSING DEVELOPMENT COMPRISING OF 10 BLOCKS OF 15-STOREY APARTMENTS (TOTAL: 622 UNITS) WITH 2 BASEMENTS CARPARKS, LANDSCAPE DECK AND COMMUNAL FACILITIES ON LOT 02370L MK21 AT SENGKANG SQUARE/COMPASSVALE ROAD|WONG TOON JIN|201547218|10/06/2015||0|622
A0819-00182-2010-BP01|PROPOSED ERECTION OF PUBLIC HOUSING DEVELOPMENT COMPRISING 1 BLOCK OF 29-STOREY AND 2 BLOCKS OF 27-STOREY RESIDENTIAL BUILDING (TOTAL 577 UNITS) WITH 1 BLOCK OF 5-STOREY MULTI STOREY CARPARK, PRECINCT PAVILION, FUTURE COMMUNITY FACILITIES AND NEIGHBOURHOOD PARK AT BUKIT PANJANG NEIGHBOURHOOD 6 CONTRACT 11 ON LOT(S) 01268T , 01439M , 01442M  & 01645X  MK14[THIS TEMPORARY OCCUPATION PERMIT IS GRANTED FOR SHELTER CONNECTING LINKWAY FROM DROP-OFF PORCH TO BUS-STOP, LINKBRIDGE FROM ROOF GARDEN OF MULTI-STOREY CARPARK TO NEIGHBOURHOOD PARK, AND PRECINCT PAVILION (BLK636D), ELDERLY FITNESS STATION, CHILDREN'S PLAYGROUNDS, TRELLISES AND BIO-RETENTION RAIN GARDEN WITHIN THE NEIGHBOURHOOD PARK.]|LEE MUN HOE|201547202|10/06/2015||0|0
A0781-00005-2012-BP01|CONDOMINIUM HOUSING DEVELOPMENT COMPRISING 3 BLOCKS OF 24-STOREY APARTMENTS (TOTAL: 483UNITS) WITH LANDSCAPE DECK, SKY TERRACES, COMMON BASEMENT (PART UPPER BASEMENT/PART LOWER BASEMENT CARPARKS) AND COMMUNAL FACILITIES ON LOT 02595V MK 16 AT CHESTNUT AVENUE (BUKIT PANJANG PLANNING AREA)[THIS TEMPORARY OCCUPATION PERMIT IS GRANTED FOR TEMPORARY SHOW UNITS AT #01-05 AND #01-07 IN BLOCK 61 ONLY.]|WONG TOON JIN|201547203|10/06/2015|60707.52|134537000|0
A0506-00030-2013-BP01|5-STOREY COMMERCIAL BUILDING WITH AVIATION, ATTRACTION FACILITIES, 5 BASEMENT CAR PARKS AND 2 COVERED PEDESTRIAN LINK BRIDGES AND PROPOSED ADDITIONS AND ALTERATIONS WORKS TO PART OF EXISTING TERMINAL 1, 2 AND 3 ON LOTS 04592N(PT), 04594L(PT) AND 04596M(PT), MK 31 AT AIRPORT BOULEVARD - THIS TOP IS ISSUED FOR TERMINAL 1 COMPRISING THE ESCALATOR VOID BEING SLABBED OVER AT LEVEL 1 (GRIDLINE T1.JW TO T1.KW & T1.34 TO T1.35) & LEVEL 2 (GRIDLINE 01 & T1.34 TO T1.35 ONLY|LEE KUT CHEUNG|201547210|10/06/2015||0|0
E3296-08003-2011-BP01|ADDITIONS AND ALTERATION TO EXISTING 2-STOREY WAREHOUSE ON LOT 03665C, MK 31 AT 7 LOYANG DRIVE|TAI SIEW NEO|201547222|10/06/2015||0|0
A1310-00805-2008-BP01|ERECTION OF 3 NUMBERS OF SHED AND ADDITION & ALTERATION TO THE EXISTING SINGLE STOREY FACTORY & A 2-STOREY ANCILLARY OFFICE BLDG. WITH INCLUSION OF A NEW SUB-STATION INSIDE THE EXT'G SINGLE STOREY FACTORY ON LOT 01577L MK 11 AT 19 SUNGEI KADUT STREET 6|FONG SEE CHET|201547229|11/06/2015|2826.891|3000000|0
A0970-01321-2013-BP01|ERECTION OF 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH AN ATTIC ON LOT 00663K MK 27 AT 31 FIDELIO STREET|DAVID CHAN SIEW ONN|201547220|11/06/2015|312.68|800000|0
E3139-00001-2012-BP01|ERECTION OF YTL CEMENT SILOS A 4-STOREY ANCILLARY OFFICE BUILDING AND OTHER ANCILLARY BUILDINGS ON LOTS 03854P PT AND 04175T PT MK 6 AT EXISTING JURONG PORT CEMENT TERMINAL PULAU DAMAR LAUT - THIS TOP IS ISSUED FOR  YTL CEMENT SILOS (PHASE 2) SILO 1, SILO 3, SILO 2 ROOF & FIRE ENGINE ACCESSWAY SERVING THE ABOVE STRUCTURES|LEE CHEE PENG|201547231|11/06/2015|7406.96|25000000|0
A1224-00001-2013-BP01|ERECTION OF 2-STOREY SEMI DETACHED DWELLING HOUSE WITH ATTIC ON LOT 01229N MK 04 AT 20 NAMLY DRIVE|LOOK BOON GEE|201547233|11/06/2015|570.91|1967274|0
A1385-00002-2008-BP01|NATIONAL GALLERY SINGAPORE - RESTORATION OF THE FORMER SUPREME COURT & CITY HALL BUILDINGS (MONUMENTS) AND PROPOSED 3 BASEMENTS ON LOTS TS10-00290C, TS10-00284N & TS10-00293V & TS10-99823A INCLUDING SUBTERRANEAN SPACE ON TS10-00292W & TS10-00255L FOR VEHICULAR ACCESS INTO BASEMENT LEVELS OF THE INTEGRATED DEVELOPMENT AT ST. ANDREW'S ROAD  - THIS TOP IS ISSUED FOR CJ LIFT FROM 1ST TO 3RD STOREY (GRIDLINES 13-14/ SH-SI) AT FORMER SUPREME COURT BUILDING ONLY.|TAN HOOI ONG|201547237|12/06/2015|74436.96|413820000|0
A0506-00047-2011-BP01|PUBLIC HOUSING DEVELOPMENT COMPRISING 1 BLOCK OF 25-STOREY RESIDENTIAL BUILDING (TOTAL 188 UNITS) WITH SURFACE CARPARK ON LOT 10369N MK 17 (FORMERLY KNOWN AS LOT 07259M PT MK 17) AT KIM KEAT AVENUE[THIS TEMPORARY OCCUPATIONN PERMIT IS GRANTED FOR PART EXTERNAL LANDSCAPE AREA FROM GL 36-38 INCLUDING ELDERLY AND CHILDREN PLAY AREAS AND COVERED LINKWAY.]|LEE KUT CHEUNG|201547243|12/06/2015||0|0
A1536-00001-2014-BP01|INTERNAL WORKS TO EXISTING OFFICE & DATA CENTRE WITH ADDITIONAL HANDICAPPED TOILET ON 6TH TO 8TH STOREY  OF EXISTING URA CENTRE (EAST WING) ON LOT 00690L TS 03 AT 45 MAXWELL ROAD [PHASE 3 TOP FOR 6TH STOREY GRID 1-9/A-D AND GRID 1-2/D-G ONLY]|VICTOR TEO NGUI WAH|201547244|12/06/2015|7410.0|10000000|0
A0673-00002-2011-BP01|PUBLIC HOUSING DEVELOPMENT COMPRISING 7 BLKS OF 6/12/15/17/18-STOREY RESIDENTIAL BUILDING (TOTAL 832 UNITS), 1 BLK OF MULTI-STOREY CARPARK AND 2 BLKS OF ESS, WITH COMMUNITY FACILITIES, PRECINCT PAVILIONS & COMMON GREEN AT EDGEFIELD PLAINS (PGE C39 & CG) ON LOT(S) 02533M  & 02534W  MK 21 AT EDGEFIELD PLAINS - THIS TOP IS ISSUED FOR BLOCK 668A AND BLOCK 669A|SIW FER LIN|201547245|12/06/2015||0|0
A1532-00001-2011-BP01|SINGAPORE POLYTECHNIC CAMPUS EXPANSION INVOLVING NEW ERECTION OF 3 BLOCKS 4-8 STOREY BUILDING COMPRISING OF CLASSROOMS, FOOD COURTS, MULTI-STOREY CAR PARK (MSCP) AND OTHER ANCILLARY WORKS ON LOT(S) 01797A , 02266N , 03049M  & 03438V  MK03 AT 500 DOVER ROAD SINGAPORE POLYTECHNIC|Gabriel Anthony Vincent|201547246|12/06/2015|34653.17|63800000|0
A0506-00080-2012-BP01|PROPOSED LANDED HOUSING DEVELOPMENT COMPRISING 40 UNITS OF 3-STOREY TERRACE DWELLING HOUSES AND 6 UNITS OF 3-STOREY SEMI-DETACHED DWELLING HOUSES (TOTAL 46 UNITS, PHASE 8) ON LOT 17171C (FORMERLY LOTS 00251N, 03310V, 05353N & 09425C) MK 18 AT ANG MO KIO AVENUE 5 / SELETAR ROAD / YIO CHU KANG ROAD - THIS TOP IS ISSUED FOR PLOTS 515, 516 & 518 TO BE USED AS TEMPORARY SHOWHOUSES AND PLOT 517 AS TEMPORARY SALES GALLERY ONLY|LEE KUT CHEUNG|201547254|15/06/2015||0|0
A0493-01308-2013-BP01|ERECTION OF ONE UNIT OF 3-STOREY DETACHED DWELLING HOUSE WITH AN ATTIC ON LOT 03327P MK 23 AT 92 PAYA LEBAR CRESCENT|CHUA HEE TONG|201547257|15/06/2015|541.1|1900000|1
A0929-01682-2013-BP01|ERECTION OF A 2-STOREY SEMI-DETACHED SINGLE DWELLING HOUSE WITH BASEMENT AND ATTIC ON LOT 00425M TS 24 AT 35 ONE TREE HILL|MELATI HAJI SALLEH|201547258|15/06/2015|779.26|1200000|1
E3187-20048-2012-BP01|ADDITIONS AND ALTERATIONS INVOLVING ERECTION OF 2-STOREY LABORATORY WITH ANCILLARY OFFICE & HIGH LINKWAY BETWEEN EXISTING 2-STOREY DETACHED FACTORY AND EXISTING 4-STOREY DETACHED FACTORY ON LOT 06474M MK 05 AT NO. 18 TEBAN GARDENS CRESCENT|NG DICK YOUNG|201547263|15/06/2015||0|0
A1387-00356-2007-BP01|CONDOMINIUM HOUSING DEVELOPMENT COMPRISING 11 BLOCKS OF 12-STOREY RESIDENTIAL FLATS (TOTAL: 381 UNITS) WITH A BASEMENT CARPARK, SWIMMING POOL AND COMMUNAL FACILITIES ON LOTS 02219N , 02220A , 02222N , 02228V , 02229P , 02464L  & 70000W  MK02 AT LEEDON HEIGHTS|CHAN SOO KHIAN|201547265|15/06/2015||0|381
A1653-13252-2013-BP01|NEW ERECTION OF 1 UNIT OF 3-STOREY SEMI-DETACHED DWELLING HOUSE WITH ATTIC AND SWIMMING POOL ON LOT 00466A MK28 AT 32 JALAN PERGAM|RENE TAN|201547267|15/06/2015|662.51|2300000|1
A0817-00322-2014-BP01|ERECTION OF 13 BLOCKS OF 4-STOREY FOREIGN WORKERS' DORMITORY, A BLOCK OF 2-STOREY ANCILLARY FACILITIES BLOCK AND A BLOCK OF 2-STOREY ANCILLARY CINEMA BLOCK (TOTAL 14,000 WORKERS) ON STATE LAND LOT 4773K MK 20 AT PULAU PUNGGOL TIMOR (PPT LODGE 1B) - THIS TOP IS ISSUED FOR ( PHASE 2) THE WHOLE DEVELOPMENT EXCLUDING BLOCKS 4, 4A, 4B, 6H, 6J AND CINEMA BLOCK|LAU MOH LIM|201547268|15/06/2015||0|0
A1255-01338-2013-BP01|ADDITIONS & ALTERATIONS INVOLVING CHANGE OF USE FROM CARPARK TO LABORATORY (FROM GRIDLINE 03 TO 04, K TO F) & ADDITIONS & ALTERATIONS TO THE EXISTING TOILET (FROM GRIDLINE 02 TO 03, E TO D) AT 2ND STOREY  AT THE SCHOOL OF PHYSICAL & MATHEMATICAL SCIENCES (SOUTH SPINE) AT NANYANG TECHNOLOGICAL UNIVERSITY MK08 ON LOTS 00173W, 00174V, 00175P, 00176T, 00177A, 00178K, 00179N, 00180A, 00181K, 00182N, 00183X, 00184L, 00185C, 00186M, MK09 ON LOTS 00029L, 00384T, 00385A, 00392L, 01285K, 01286N, 01287X, 01288L, 01289C AT NANYANG AVENUE (WESTERN WATER CATCHMENT PLANNING AREA)|CHUNG TEIK KEONG|201547271|15/06/2015|398.04|1042825|0
A1631-00112-2013-BP01|ERECTION OF 3-STOREY DETACHED DWELLING HOUSE WITH ATTIC ON LOT 05716A MK27 AT 5 BILAL LANE|SELVANAYAGAM N|201547272|15/06/2015|847.88|1688888|1
A1889-00009-2010-BP01|ADDITIONS AND ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT BLOCKS 426 TO 431 WITH NEW LIFTS / LIFT LOBBIES & ENTRANCE PORCHES (LIFT UPGRADING PROGRAMME) ON LOTS 1042L , 1137T , 930X , 931L , 932C , 933M , 934W , 935V , 936P  & 937T  MK29, 1350M , 1351W , 1352V , 1353P , 1355A , 1356K , 1357N , 1358X , 1359L , 1434L , 1448L , 1449C , 1450X , 1451L , 1459K , 1569C , 2785W  & 3507K  MK31 AT TAMPINES STREET 41 (THIS TOP IS ISSUED FOR BLK 430 LIFT A & BLK 431 LIFT A)|YUEN YI MAY|201547276|15/06/2015|655.28|3522683|0
E1424-00001-2014-ST04|CONSTRUCTION AND MANAGEMENT OF STAGING GROUND AND INFILLING WORKS ON LOT(S) 4619C , 4625V  & 4632K  MK31, 0497P  MK33 AT AVIATION PARK ROAD|CHUA CHIM HUEE|201547278|16/06/2015||0|1
A0817-00508-2011-BP01|ADDITIONS AND ALTERATIONS TO THE EXISTING PUBLIC HOUSING DEVELOPMENT BLOCKS 121, 122, 126, 131, 133, 134 & 135 WITH NEW LIFTS/ LOBBIES AT POTONG PASIR AVENUE 1/3 (LIFT UPGRADING PROGRAMME) ON LOT(S) 05510V , 05512T , 05555V , 05556P , 05564X , 05565L , 05567M  & 09165V  MK17 AT POTONG PASIR AVENUE 1,  POTONG PASIR AVENUE 3[PARTIAL TOP FOR  BLK 121(LIFT B) AND BLK 122(LIFT B) ONLY]|LAU MOH LIM|201547280|16/06/2015|268.88|2067650|0
A1413-00014-2013-BP01|PROPOSED ADDITIONS & ALTERATIONS TO EXISTING CHOA CHU KANG MRT / LRT STATION WITH NEW LRT PLATFORM, NEW STAIRCASE, NEW RAMP & NEW ESCALATOR ON LOTS 01707L PT, 02366A & 02367K MK 11 AT CHOA CHU KANG AVENUE 4THIS TEMPORARY OCCUPATION PERMIT IS ISSUED FOR NEW MRT FARE GATE AT GRID LINE M14-M16 ONLY|KONG CHEE CHOON|201547282|16/06/2015|69.3|144188|0
A1287-00002-2014-BP01|AMALGAMATION OF EXISTING BUSINESS PARK DEVELOPMENT ON LOT 03699K MK 03 (GEMINI) AND EXISTING BUSINESS PARK DEVELOPMENT ON LOT 03700X MK 03 (ARIES) INTO A SINGLE INTEGRATED DEVELOPMENT AND  ADDITIONS AND ALTERATIONS TO 2 BLOCKS OF EXISTING 4-STOREY RESEARCH CENTRE WITH A BASEMENT CARPARK ON LOT 05100M MK 03 AT 41 & 51 SCIENCE PARK ROAD|SOON YU KONG|201547287|16/06/2015|2439.023|9617288|0
A1595-00174-2013-BP01|RECONSTRUCTION OF A 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE TO A 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE ON LOT 00590L MK 20 AT 4 KALIDASA AVENUE|EDMUND LOW CHENG HAI|201547289|16/06/2015||0|0
E4122-00001-2011-BP01|ABC WATERS PROJECT AT WINDSOR PARK ESTATE UNDER ESTATE UPGRADING PROGRAMME BATCH 6 ON LOT(S) 00444A , 01298T , 01389K , 01390T , 01966T , 01967A , 02364N , 02514C , 99577X , 99592K , 99606C  & 99637C  MK15 AT VENUS ROAD|Koh Boon Jeng|201547291|17/06/2015|658.53|5108105|0
A0506-15005-2015-BP01|PROPOSED ADDITION AND ALTERATION WORKS TO EXISTING FIRST STOREY ION ORCHARD ON LOT(S) 01272M AND 80007X TS 21 AT 2 ORCHARD TURN-PARTIAL TEMPORARY OCCUPATION PERMIT  APPLICATION FOR FIRE ESCAPE STAIRCASE CORRIDOR AND M&E LOBBY/SHAFT ONLY|LEE KUT CHEUNG|201547292|17/06/2015||480000|0
A0781-00007-2011-BP01|PUBLIC HOUSING DEVELOPMENT COMPRISING OF 14 BLOCKS OF 10, 12, 14 AND 17 STOREY FLATS (TOTAL:1312 UNITS) WITH 3 BLOCKS OF MULTI-STOREY CAR PARK WITH LANDSCAPE GARDEN, COMMUNITY FACILITIES, PRECINCT PAVILION & ESS ON LOT 02364K MK21 AT PUNGGOL DRIVE[THIS TEMPORARY OCCUPATION PERMIT IS GRANTED FOR BLOCK 678A ONLY]|WONG TOON JIN|201547290|17/06/2015||0|94
A0781-00001-2014-BP01|PROPOSED NEW SHELTER TO EXISTING RAMP NEAR EXISTING BLK 183 ON 04471V MK06 AT BOON LAY AVENUE AND NEW COVERED LINKWAY TO EXISTING BUS-STOP MUKIM06 ON LOT01354M PT, LOT 04471V & LOT04474A AT JURONG WEST AVE 2 AT JURONGWEST N2 C16|WONG TOON JIN|201547296|17/06/2015|65.866|298000|0
A1387-00455-2012-BP01|ERECTION OF A 4-STOREY MULTIPLE USER LIGHT INDUSTRIAL FACTORY WITH ANCILLARY OFFICES (TOTAL: 128 UNITS) ON LOT 01278C MK20 AT 421 TAGORE INDUSTRIAL AVENUE|CHAN SOO KHIAN|201547297|17/06/2015||0|0
A1753-00198-2013-BP01|NEW ERECTION OF A 3-STOREY SEMI-DETACHED HOUSE WITH SWIMMING POOL AND AN ATTIC ON LOT 00938C TS28 AT 8 GENTLE DRIVE|LAU CHEE MENG|201547298|17/06/2015|500.88|1100000|1
A0814-00004-2011-BP01|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 3 BLOCKS OF 38-STOREY RESIDENTIAL BUILDING (TOTAL 518 UNITS) WITH A BLOCK OF 5-STOREY CARPARK, ESS, CHILDCARE CENTRE, PRECINCT PAVILION & COMMUNITY FACILITIES (JURONG EAST N4 C16) ON LOT(S) 8465W  MK05 AT TEBAN GARDENS ROAD[THIS TEMPORARY OCCUPATION PERMIT IS GRANTED FOR BLOCK 57A (MULTI-STOREY CAR PARK) EXCLUDING ROOF GARDEN.|CHOY MENG YEW|201547300|17/06/2015||0|0
A1758-22004-2014-BP01|ADDITIONS & ALTERATIONS OF EXISTING SINGLE-STOREY PUBLIC TOILET BLOCK ON LOT 06435W MK25 AT KATONG PARK ALONG MEYER ROAD|LIM MENG YI|201547304|17/06/2015|103.4|25000|0
A1445-01331-2013-BP01|ERECTION OF A 5-STOREY SINGLE-USER WAREHOUSE DEVELOPMENT WITH COLD STORAGE AND ANCILLARY OFFICE ON LOTS 04490T, 04489K & 04661M MK 06 AT BUROH LANE - THIS TOP EXCLUDES FREEZER 2 AND FREEZER 3 BUT INCLUDES THEIR LOADING/UNLOADING  BAY AT 3RD STOREY|POH MEOW CHIA|201547301|17/06/2015||0|0
