PROJECT REFERENCE NUMBER|PROJECT TITLE|DATE APPROVED
A1383-28837-2014-CD01|PROPOSED ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC AND A SWIMMING POOL ON LOT 97428K MK18 AT 52 BLANDFORD DRIVE|23/05/2014
A1590-00485-2014-CD01|PROPOSED ERECTION OF A 3-STOREY DETACHED DWELLING HOUSE WITH ATTIC AND 1-LEVEL BASEMENT ON LOT(S) 05121M  MK24 AT 18 HOW SUN DRIVE SINGAPORE 538554|28/05/2014
A1607-00043-2013-CD02|PROPOSED ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE WITH A BASEMENT, AN ATTIC AND A SWIMMING POOL ON LOT 2868P MK 04 AT 159 SIXTH AVENUE|29/05/2014
A1626-00005-2013-CD01|PROPOSED ERECTION OF 2-STOREY DETACHED  DWELLING HOUSE WITH A BASEMENT , AN  ATTIC AND A SWIMMING POOL ON LOT00710M, MK04 AT16 NAMLY DRIVE SINGAPORE 267430|29/05/2014
A2185-00105-2013-CD01|PROPOSED ERECTION OF A 4-UNITS OF 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH BASEMENT AND ATTIC ON LOT 07314L MK 18 AT NO. 73 BINCHANG RISE SINGAPORE 579935|12/05/2014
A1994-00012-2013-CD01|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 3 BLOCKS OF 13/14-STOREY RESIDENTIAL BUILDING (TOTAL 337 UNITS), 1 BLOCK OF MULTI-STOREY CAR PARK WITH ESS, PRECINCT PAVILION & 2 COMMON GREEN AT CANBERRA WALK/ CANBERRA ST/ YISHUN AVE 8 (SEM N1C4 & 2CG) ON LOT(S) 02009A PT & 02113P PT MK19|12/05/2014
A1450-01305-2013-CD02|PROPOSED ERECTION OF A 2 STOREY DETACHED DWELLING HOUSE WITH A BASEMENT AND A SWIMMING POOL ON LOT99302T MK 15 AT 15 CASSIA DRIVE (BUKIT TIMAH PLANNING AREA)|07/05/2014
A0659-00249-2014-CD01|PROPOSED ERECTION OF 1 UNIT OF 3-STOREY CORNER TERRACE HOUSE AND 1 UNIT OF 3-STOREY INTERMEDIATE TERRACE HOUSE WITH LIFTS AND OPEN ROOF TERRACE ON LOT 02131M MK 22 AT KANG CHOO BIN ROAD|07/05/2014
A2150-00016-2013-CD02|PROPOSED ERECTION OF 3-STOREY CORNER TERRACE SINGLE DWELLING HOUSE ON LOT 0394T TS 21 AT 14 LENGKOK ANGSA ( RIVER VALLEY PLANNING AREA )|28/05/2014
A0539-00053-2008-CD02|PROPOSED ERECTION OF 18 STOREY FLAT DEVELOPMENT (TOTAL 60 UNITS) WITH AN ATTIC, A BASEMENT MECHANISED CARPARK AND COMMUNAL FACILITIES ON LOTS 0189P, 0190W, 0191V, 0192P, 1150T, 1168X &  1169L TS 27 AT NO. 61 CAIRNHILL CIRCLE (NEWTON PLANNING AREA)|14/05/2014
A1750-00180-2014-CD01|PROPOSED NEW ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC AND A SWIMMING POOL ON LOT 4569T MK 17 AT 37 MERRYN AVENUE|11/05/2014
A1454-01392-2013-CD01|PROPOSED ERECTION OF A 2-STOREY CORNER TERRACE DWELLING HOUSE WITH ATTIC ON LOT 00433M MK18 AT 2 CASUARINA ROAD|29/05/2014
A1293-00149-2011-CN01|PROPOSED ERECTION OF A 3-STOREY CORNER TERRACE DWELLING HOUSE WITH AN ATTIC ON LOT 578M MK 10 AT 1 LORONG PISANG ASAM, SINGAPORE 597959|21/05/2014
A0711-01980-2012-CN01|PROPOSED  ERECTION OF  2-STOREY CORNER TERRACE DWELLING HOUSE WITH PROVISION OF AN ATTIC ON LOT 6850X MK 17 AT 28 LORONG BIAWAK  SINGAPORE 358800|29/05/2014
A1678-08021-2012-CN01|PROPOSED NEW ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC ON LOT 110V MK 15 AT NO 56 HILLCREST ROAD, SINGAPORE 288927|27/05/2014
A0970-01208-2012-CN01|PROPOSED RECONSTRUCTION OF AN EXISTING 2-STOREY INTERMEDIATE TERRACED DWELLING HOUSE TO A 3-STOREY INTERMEDIATE TERRACED DWELLING HOUSE WITH AN ATTIC ON LOT 00516T MK 21 AT 66 MUGLISTON PARK|07/05/2014
A1365-02013-2013-CD03|PROPOSED ERECTION OF  30-STOREY COMMERCIAL MIXED DEVELOPMENT COMPRISING OF 2-STOREY WITH 1 BASEMENT COMMERCIAL PODIUM  (TOTAL: 188 UNITS), 3-STOREY PODIUM CAR PARK, 25-STOREY RESIDENTIAL TOWER (TOTAL: 311 UNITS) WITH SKY TERRACE ON 6TH & 24TH STOREY, COMMUNAL FACILITIES AND SWIMMING POOL ON LOT(S) 00534W  TS15 AT 371 BEACH ROAD SINGAPORE 199597|23/05/2014
A1182-00005-2000-CD02|PROP CONDO HOUSING DEVELOPMENT COMPRISING 1 BLK OF 5-STY, 1 BLKS OF 6-STY, 2 BLKS OF 7-STY, 2 BLKS OF 8-STY, 2 BLKS OF 9-STY, 3 BLKS OF 10-STY RESIDENTIAL FLATS (TOTAL 366) WITH BASEMENT CARPARK & ANCILLARY FACILITIES AT KEPPEL BAY DRIVE (BUKIT MERAH PLANNING AREA) PLOT 3 ON LOT(S) 03493T  MK01|16/05/2014
A0650-00105-2014-CD01|PROPOSED NEW ERECTION OF 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH AN ATTIC ON LOT 00344K MK 20 AT 34 JALAN TARI PIRING (SENGKANG PLANNING AREA)|22/05/2014
A1688-01213-2012-CD03|PROPOSED NEW ERECTION OF A PAIR OF 2-STOREY SEMI-DETACHED DWELLING HOUSES WITH ATTICS ON LOT 00376A & 00377K MK 4 AT 47 & 49 HOLLAND GROVE DRIVE, SINGAPORE 278880 &  278881 (BUKIT TIMAH PLANNING AREA)|19/05/2014
A1403-00001-2014-CD01|PROPOSED NEW ERECTION OF 2 STOREY INTER-TERRACE HOUSE WITH ATTIC AND SWIMMING POOL ON LOT MK15 - 00249A AT NO 32 WINDSOR PARK ROAD, SINGAPORE 574138|22/05/2014
A1872-00647-2013-CD02|PROPOSED ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE WITH A BASEMENT AND A SWIMMING POOL ON LOT 99370L MK 17 AT 37 TREVOSE CRESCENT SINGAPORE 298050|06/05/2014
A0712-00311-2011-CD03|PROPOSED CONDOMINIUM HOUSING DEVELOPMENT COMPRISING 4 BLOCKS OF 18 STOREY RESIDENTIAL UNITS, 2 BLOCKS OF 16 STOREY RESIDENTIAL UNITS WITH 2 LEVEL BASEMENT CARPARKS, ANCILLARY FACILITIES AND SWIMMING POOL (TOTAL= 493 RESIDENTIAL UNITS + 1 SHOP UNIT) ON LOT 09460X MK 22 AT UPPER SERANGOON VIEW|26/05/2014
A1750-00179-2014-CD01|PROPOSED ERECTION A 2-STOREY SEMI-DETACHED DWELING HOUSE WITH AN ATTIC AND A SWIMMING POOLON LOT 1170W MK 2 AT 36 QUEEN'S ROAD|07/05/2014
A1217-00365-2012-CD04|PROPOSED ERECTION OF MIXED USE DEVELOPMENT COMPRISING A BLOCK OF 5 STOREY COMMERCIAL AND RESIDENTIAL FLATS (TOTAL 48 UNITS) WITH ATTIC AND PROVISION OF A SWIMMING POOL WITH BASEMENT MECHANIZED CAR PARK (HOUGANG PLANNING AREA) ON LOT(S) 07698V , 99163L  & 99164C PT MK22 AT 767 UPPER SERANGOON ROAD SINGAPORE 534635|09/05/2014
A0489-00002-2014-CD01|PROPOSED ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE WITH ATTIC AND SWIMMING POOL ON LOT 00333W MK 16 AT NO. 70 BINJAI PARK|29/05/2014
A1907-00003-2014-CD02|PROPOSED ERECTION OF A 3-STOREY DETACHED DWELLING HOUSE WITH A BASEMENT,  ATTIC AND SWIMMING POOL ON LOT 2479V MK 5 AT 2A ENG KONG LANE (BUKIT TIMAH PLANNING AREA)|23/05/2014
A2082-11151-2014-CD01|PROPOSED ERECTION OF A 3 STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC ON LOTS 2229W, MK 25 AT 12 HAIGSVILLE DRIVE|29/05/2014
A0623-00802-2008-CN02|PROPOSED CONDOMINIUM DEVELOPMENT HOUSING COMPRISING 1 BLOCK OF 32-STOREY & 1 BLOCK OF 33-STOREY RESIDENTIAL TOWER (TOTAL 281 UNITS) & 3-STOREY STRATA TERRACE UNITS WITH BASEMENT (TOTAL 14 UNITS), BASEMENT CARPARK, SWIMMING POOL & OTHER ANCILLARY FACILITIES ON MK 05 LOT 8341X AT WEST COAST CRESCENT|21/05/2014
A1533-00013-2013-CN01|PROPOSED NEW ERECTION OF A 2 STOREY INTERMEDIATE TERRACE DWELLING HOUSE ON LOT  00743L MK18 AT 9, JALAN MENARONG, SINGAPORE 577417|06/05/2014
A1533-00032-2012-CN01|PROPOSED NEW ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC ON LOT 97811V MK18 AT 15 BLOXHOME DRIVE, SINGAPORE 559710|15/05/2014
A1557-00001-2011-CN07|PROPOSED ERECTION OF PUBLIC HOUSING DEVELOPMENT COMPRISING 10 BLOCKS OF 16-STOREY RESIDENTIAL BUILDING (TOTAL 1011 UNITS) AND 1 BLOCK OF 6-STOREY MULTI-STOREY CARPARK WITH COMMUNITY FACILITIES ON LOT 00545V, 02009M, 02012M, 02015P, 02020A, 99879M MK21 AT ANCHORVALE STREET|28/05/2014
A1369-00971-2010-CN09|PROP  PUBLIC HOUSING DEVT COMPRISING OF 10 BLKS OF 15-STY RESIDENTIAL BUILDING (TOTAL 1036 UNITS) WITH COMMUNITY FACILITIES, 2 MULTI STY CAR PARKS, PRECINCT PAVILION, ESS, EATING HOUSE & COMMERCIAL FACILITIES AT SENGKANG N2C40 & NEIGHBOURHOOD PARK ON LOT02339W PT MK 21, AT SENGKANG EAST AVENUE, SINGAPORE 540270|05/05/2014
A1422-00902-2011-CN01|PROPOSED ERECTION OF A 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH AN ATTIC ON LOT 4296W MK27 AT 11 KEE SUN AVENUE SINGAPORE 457036|29/05/2014
A0816-00260-2007-CN02|PROPOSED ERECTION OF 1 BLOCK OF 35 STOREY FLATS (TOTAL 105 UNITS) WITH A SURFACE AND MULTI-STOREY CAR PARKS AND SKY TERRACE AND PROVISION FOR A SWIMMING POOL ON LOT 937V TS 21 AT RIVER VALLEY CLOSE (RIVER VALLEY PLANNING  AREA), WELKIN MANSION,SINGAPORE 238434|15/05/2014
A0781-00024-2010-CN03|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 3 BLOCKS OF 15-STOREY RESIDENTIAL FLATS (TOTAL 364 UNITS) WITH BASEMENT CARPARK, COMMUNAL FACILITIES, PRECINCT PAVILION, E-DECK & ESS ON LOT 02564A MK 19 AT YISHUN RING ROAD - NEIGHBOURHOOD 3 CONTRACT 20, SINGAPORE 760343|05/05/2014
A1491-00088-2011-CN01|PROPOSED ERECTION OF A 3-STOREY SEMI-DETACHED DWELLING HOUSE WITH BASEMENT, ATTIC AND SWIMMING POOL ON LOT 01467P MK 02 ATNO. 87 DUCHESS AVENUE SINGAPORE 269139|26/05/2014
A0814-00006-2010-CN04|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 3 BLOCKS OF 20-STOREY RESIDENTIAL BUILDING (TOTAL 465 UNITS) WITH A BLOCK OF MULTI-STOREY CARPARK, ESS, CHILDCARE CENTRE, RESIDENTS' COMMITTEE CENTRE, PRECINCT PAVILION (JURONG WEST N1 C30) ON LOT 4182X, 4183L MK06, AT CORPORATION ROAD, SINGAPORE 618494|23/05/2014
A0979-00003-2010-CN01|PROPOSED ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH A BASEMENT AND AN ATTIC AND SWIMMING POOL ON  LOT02802K MK 18, 56, JALAN SINDOR, SINGAPORE 808411|14/05/2014
A1593-00049-2010-CN01|PROPOSED ERECTION OF 6-STOREY RESIDENTIAL CUM COMMERCIAL BUILDING ON LOTS 98180N AND 98181X TS16 AT 27 & 29 KELANTAN LANE SINGAPORE 208646 (ROCHOR PLANNING AREA)|19/05/2014
A1149-01483-2012-CN01|PROPOSED ERECTION OF  A 2-STOREY DETACHED DWELLING  HOUSE ON LOT 93881A MK 26 AT 13 BOWMONT GARDENS (BEDOK PLANNING AREA)|12/05/2014
A1956-80045-2012-CN01|PROPOSED NEW ERECTION OF 2 STOREY GOOD CLASS BUNGALOW WITH ROOF TERRACE, BASEMENT AND SWIMMING POOL ON LOT 01686C MK 02 AT 23 GALLOP PARK SINGAPORE 259030 (TANGLIN PLANNING AREA)|22/05/2014
A0853-00326-2010-CN04|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING THE ERECTION OF 3 BLOCKS OF 14 STOREY AND 3 BLOCKS OF 15 STOREY RESIDENTIAL FLATS (TOTAL 488 UNITS) WITH A BLOCK OF 7 STOREY MULTI-STOREY CAR PARK AND A BLOCK OF PRECINCT PAVILION ON LOT07077M PT MK 28 , AT BEDOK RESERVOIR CRESCENT, SINGAPORE 479226|05/05/2014
A1557-00001-2011-CN06|PROPOSED ERECTION OF PUBLIC HOUSING DEVELOPMENT COMPRISING 10 BLOCKS OF 16-STOREY RESIDENTIAL BUILDING (TOTAL 1011 UNITS) AND 1 BLOCK OF 6-STOREY MULTI-STOREY CARPARK WITH COMMUNITY FACILITIES ON LOT 00545V, 02009M, 02012M, 02015P, 02020A, 99879M MK21 AT ANCHORVALE STREET|08/05/2014
A1295-00003-2011-CN01|PROPOSED LANDED HOUSING DEVELOPMENT (PHASE 2I) COMPRISING 30 UNITS OF 3-STOREY TERRACE HOUSES ON LOTS 2459 PT AND 200N MK 10 AT BUKIT BATOK RD|15/05/2014
A1276-00587-2011-CN01|PROPOSED NEW ERECTION OF 12-STOREY RESIDENTIAL FLAT DEVELOPMENT(TOTAL 26 UNITS)1 BASEMENT CARPARK WITH 2 SKY TERRACE (3RD&4TH  STOREY)& SWIMMING POOL ON 3RD STOREY AND COMMUNAL FACILITIES ON LOT 00012T TS 26 AT 10 SARKIES ROAD(NEWTON PLANNNING AREA) ON LOT 00012T TS26 AT 10, SARKIES ROAD, SINGAPORE 258129|30/05/2014
A0382-10012-2011-CN01|PROPOSED ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH A BASEMENT, AN ATTIC AND A SWIMMING POOL  ON LOT 04974K MK 18 AT 37 TAMARIND ROAD, SINGAPORE 806044|06/05/2014
A0781-00026-2010-CN05|PROPOSED PUBLIC HOUSING DEVT.COMPRISING 2 BLKS OF 26-STY & 2 BLKS OF 23-STY RESIDENTIAL BLDGS(TOTAL:521 UNITS)WITH 1 BLK OF 6/6 STY MULTI-STY CARPARK,ESS,PRECINCT PAVILION & FUTURE COMMUNITY FACILITIES ON LOT 4198C, 4267N, 4297K, 4491A MK20 AT SENGKANG N4C12@ FERNVALE RD/SENGKANG WEST WAY|05/05/2014
A1369-00971-2010-CN10|PROP  PUBLIC HOUSING DEVT COMPRISING OF 10 BLKS OF 15-STY RESIDENTIAL BUILDING (TOTAL 1036 UNITS) WITH COMMUNITY FACILITIES, 2 MULTI STY CAR PARKS, PRECINCT PAVILION, ESS, EATING HOUSE & COMMERCIAL FACILITIES AT SENGKANG N2C40 & NEIGHBOURHOOD PARK ON LOT02339W PT MK 21, AT SENGKANG EAST AVENUE, SINGAPORE 540270|06/05/2014
A0707-00007-2012-CN01|PROPOSED RECONSTRUCTION OF THE EXISTING SINGLE-STOREY INTERMEDIATE TERRACE DWELLING HOUSE TO A 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE ON LOT 00302M MK15 AT 6, LEO DRIVE, , SINGAPORE 576476|22/05/2014
A1088-00942-2010-CN02|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 1 BLK OF 34-STOREY, 1 BLK OF 28-STOREY & 2 BLKS OF 24-STOREY RESIDENTIAL BUILDING (TOTAL 741 UNITS) WITH MSCP, ESS, PRECINCT PAVILION & COMMUNAL FACILITIES AT BUKIT PANJANG N6C10 (SENJA ROAD) ON LOT 1268T, 1442M, 1645X MK14|22/05/2014
A1278-01238-2012-CN01|PROPOSED ERECTION OF A 3-STOREY INTERMEDIATE TERRACE DWELLINGHOUSE WITH AN ATTIC AND SWIMMING POOL ON LOT 99515L MK 23 AT 26 PAYA LEBAR CRESCENT, SINGAPORE 536051|02/05/2014
A0712-00111-2011-CN03|PROPOSED DBSS PUBLIC HOUSING DEVELOPMENT COMPRISING 4 BLOCKS OF 22-STOREY RESIDENTIAL UNITS, 1 BLOCK OF 7-STOREY MULTI-STOREY CARPARK BUILDING (TOTAL 682 UNITS) ON LOT 4463X MUKIM 6 AT YUAN CHING ROAD (JURONG WEST PLANNING AREA)|14/05/2014
A0712-00111-2011-CN04|PROPOSED DBSS PUBLIC HOUSING DEVELOPMENT COMPRISING 4 BLOCKS OF 22-STOREY RESIDENTIAL UNITS, 1 BLOCK OF 7-STOREY MULTI-STOREY CARPARK BUILDING (TOTAL 682 UNITS) ON LOT 4463X MUKIM 6 AT YUAN CHING ROAD (JURONG WEST PLANNING AREA)|14/05/2014
A2098-11003-2011-CN01|PROPOSED NEW ERECTION OF A 2-STOREY DETACHED SINGLE DWELLING HOUSE  ON  MK 18 LOT 99222V AT 30 RIPLEY CRESCENT, SINGAPORE 556208|08/05/2014
A0935-10307-2010-CN01|PROPOSED NEW ERECTION OF A BLOCK OF 8-STOREY RESIDENTIAL FLAT (TOTAL 7 UNITS) WITH MECHANISED CAR PARK ON LOT 04898A MK25 AT 11, LORONG 34 GEYLANG, SINGAPORE 398209|29/05/2014
A1276-00435-2008-CN01|PROPOSED ERECTION OF 5-STOREY RESIDENTIAL FLAT WITH AN ATTIC (TOTAL 72 UNITS) WITH MECHANIZED CARPARK AT 1ST STOREY AND SWIMMING POOL AT ATTIC LEVEL ON LOTS 05868T & 05624M MK 25AT 74, LIM AH WOO ROAD (GEYLANG PLANNING AREA), SINGAPORE 438134|12/05/2014
A1658-00002-2012-CN01|PROPOSED NEW ERECTION OF A 2-STOREY SEMI-DEATCHED DWELLING HOUSE WITH AN ATTIC AND A SWIMMING POOL ON LOT 04249M MK18, AT 37 KASAI ROAD.|14/05/2014
A0781-00030-2010-CN04|PROPOSED EXECUTIVE CONDOMINIUM HOUSING DEVELOPMENT COMPRISING OF 7 BLOCKS OF 18-STOREY APARTMENTS (TOTAL: 504UNITS) WITH COMMON BASEMENT CARPARKS, LANDSCAPE DECK AND COMMUNAL FACILTIES ON LOTS 02362T MK 21 AT PUNGGOL DRIVE/PUNGGOL EAST, SINGAPORE 823128|22/05/2014
A0506-00033-2007-CN02|PROPOSED CONDOMINIUM HOUSING DEVELOPMENT COMPRISING NEW ERECTION OF 1 BLOCK OF 5-STOREY WITH ATTIC AND 1 BLOCK OF 6-STOREY WITH ATTIC RESIDENTIAL FLATS (TOTAL 64 UNITS), 1 BASEMENT CARPARK AND COMMUNAL FACILITIES AND ADDITIONS & ALTERATIONS TO EXISTING SINGLE-STOREY CONSERVED BUILDING FOR CLUBHOUSE USE ON LOTS 00305T, 00718V, 00719P & 01019M TS28 AT BUCKLEY ROAD|14/05/2014
A1631-00310-2011-CN01|PROPOSED NEW ERECTION OF 2 UNITS COMPRISING OF 3 STOREY INTERMIDIATE TERRACE HOUSE WITH AN ATTIC AND 3 STOREY CORNER TERRACE HOUSE WITH AN ATTIC ON LOT 06271K MK 22 AT NO 21 JALAN TANI SINGAPORE 548559|27/05/2014
A1404-00325-2010-CN02|PROPOSED CONDOMINIUM HOUSING DEVELOPMENT COMPRISING 2 BLOCKS OF 5 STOREY RESIDENTIAL FLATS (TOTAL 198 UNITS) WITH ATTIC, BASEMENT CAR PARK AND PROVISION FOR A SWIMMING POOL ON LOT 03149A, 10164L MK18AT LIM TUA TOW ROAD|15/05/2014
A1694-00185-2010-CN01|PROPOSED ERECTION OF A 5-STOREY RESIDENTIAL FLAT WITH ATTIC (TOTAL 117 UNITS) WITH 1ST STOREY COMMERCIAL SHOPS (TOTAL 28 UNITS) AND BASEMENT MECHANICAL CAR PARKS, SWIMMING POOL AND COMMUNAL FACILITIES ON LOT 4498N MK 26 AT NO.308 TELOK KURAU ROAD|30/05/2014
A1753-00158-2010-CN01|PROPOSED ERECTION OF A BLOCK OF 8 STOREY RESIDENTIAL BUILDING COMPRISING OF 78 UNITS OF APARTMENT WITH A SWIMMING POOL AND ROOF TERRACE ON LOT 06670K & 96613M MK24 AT 8,10,12 & 14 LORONG 7 GEYLANG(GEYLANG PLANNING AREA), SINGAPORE 388795|21/05/2014
A0781-00012-2010-CN05|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 17 BLOCKS OF 13 STOREY RESIDENTIAL FLATS (TOTAL 1386 UNITS) WITH 1-STOREY CARPARK, 1 BLOCK OF MULTI-STOREY CARPARK, COMMUNAL FACILITIES, PRECINCT PAVILION & ESS ON LOT2893X MK 29 , AT PASIR RIS ST. 51 NEIGHBOURHOOD 5 CONTRACT 19|21/05/2014
A1404-00325-2010-CN03|PROPOSED CONDOMINIUM HOUSING DEVELOPMENT COMPRISING 2 BLOCKS OF 5 STOREY RESIDENTIAL FLATS (TOTAL 198 UNITS) WITH ATTIC, BASEMENT CAR PARK AND PROVISION FOR A SWIMMING POOL ON LOT 03149A, 10164L MK18AT LIM TUA TOW ROAD|16/05/2014
A0506-00034-2007-CN04|PROPOSED CONDOMINIUM DEVELOPMENT COMPRISING 7 BLOCKS OF 36-STOREY RESIDENTIAL FLATS (1703 UNITS) AND 6 PAIRS OF PART 2 / PART 3-STOREY STRATA SEMI-DETACHED HOUSES (12 UNITS) WITH 2 LEVELS OF BASEMENT CARPARK, SWIMMING POOL AND COMMUNAL FACILITIES & 8 UNITS OF RESTAURANTS & SHOPS ON LOTS 02221K, 02825P, 02826T, 02827A, 02828K, 02829N, 02830A, 02831K, 02832N, 02833X, 02834L, 02835C, 03737V AND 03739T MK 02 AT KING'S ROAD / LEEDON HEIGHTS / FARRER ROAD|28/05/2014
A0659-00207-2011-CN01|PROPOSED AMENDMENT TO APPROVED RESIDENTIAL DEVELOPMENT CONSISTING OF 1 UNIT OF 3-STOREY STRATA LANDED SEMI-DETACHED HOUSE AND 1 BLOCK OF 5-STOREY APARTMENT FLATS (TOTAL 21 UNITS) WITH ATTIC, ROOFTOP SWIMMING POOL AND CARPARKS AT 1ST STOREY LEVEL ON LOT  03314T, 02626K, 02627N ,07000A & 07074P MK 23 AT LORONG SALLEH, SINGAPORE 416756|15/05/2014
A0903-00001-2012-CN01|PROPOSED ERECTION OF A 2-STOREY BUNGALOW WITH ATTIC ON LOT 02064X MK 25 AT NO. 9C BROADRICK ROAD, SINGAPORE 439474|15/05/2014
A2092-00022-2012-CN01|PROPOSED ERECTION OF A 3 STOREY SEMI-DETACHED DWELLING HOUSE ON LOT 03729C MK04 AT 148 CORONATION ROAD WEST, SINGAPORE 269363|21/05/2014
A1276-00653-2012-CN01|PROPOSED ERECTION OF A 3-STOREY TERRACE DWELLING HOUSE WITH A BASEMENT & AN ATTIC ON LOT 00366V TS27 AT NO 12 JALAN ELOK (NEWTON PLANNING AREA) , SINGAPORE 229051|29/05/2014
A0659-00209-2011-CN01|PROPOSED ERECTION OF 1 UNIT OF 3-STOREY CORNER TERRACE HOUSE WITH SWIMMING POOL AND 1 UNIT OF 3-STOREY INTERMEDIATE TERRACE  HOUSE WITH LIFTS AND OPEN ROOF TERRACES ON LOT 6784W MK 22 AT PARRY VIEW|06/05/2014
A0571-08810-2013-CN01|PROPOSED NEW ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC ON LOT 06127A MK 18 AT 2 THOMSON HEIGHTS (ANG MO KIO PLANNING AREA), SINGAPORE 574831|15/05/2014
A1840-01201-2012-CN01|PROPOSED NEW ERECTION OF A 2 STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC ON LOT 2803M, MUKIM NO.04 AT 8  NAMLY RISE, SINGAPORE 267116 (BUKIT TIMAH PLANNING AREA)|06/05/2014
A1038-00005-2011-CN01|PROPOSED ERECTION OF A 2 STOREY DETACHED DWELLING HOUSE WITH A BASEMENT, AN ATTIC AND A SWIMMING POOL ON LOT 97144V MK 17 AT 6 MELROSE DRIVE, SINGAPORE 358503|28/05/2014
A0781-00001-2011-CN02|PROPOSED EXECUTIVE CONDOMINIUM HOUSING DEVELOPMENT COMPRISING THE ERECTION OF 2 BLOCKS OF 18-STOREY, 1 BLOCK OF 16/18-STOREY APARTMENTS (TOTAL: 602 UNITS) & 1 BLOCK OF 5-STOREY MULTI-STOREY CARPARK WITH ROOF GARDEN, COMMON BASEMENT CARPARKS & COMMUNAL FACILITIES ON LOT 01658N MK14 AT , SEGAR ROAD, SINGAPORE 677721|16/05/2014
A1295-00002-2011-CN01|PROPOSED LANDED HOUSING DEVELOPMENT (PHASE 2H) COMPRISING 18 UNITS OF 3-STOREY TERRACE HOUSES ON LOTS 2459 PT AND 200N MK 10 AT BUKIT BATOK RD|19/05/2014
A1276-00541-2010-CN01|PROPOSED ERECTION OF 1 BLOCK OF 8-STOREY PARTY-WALL RESIDENTIAL FLATS (TOTAL 38 UNITS), SWIMMING POOL AND MECHANISED CARPARK ON LOT 97744N MK25 AT 35 LORONG 20 GEYLANG (GEYLANG PLANNING AREA) ON LOT 97744N MK25 AT 35, LORONG 20 GEYLANG, SINGAPORE 398751|21/05/2014
A1757-00506-2013-CN01|PROPOSED RECONSTRUCTION TO THE EXISTING 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC ON LOT 00555T MK02 AT 18 JALAN HAROM SETANGKAI, SINGAPORE 258810|08/05/2014
A0779-00954-2010-CN02|PROPOSED ERECTION OF A 5-STOREY APARTMENT (47 UNITS) WITH ATTIC, BASEMENT CARPARK AND COMMUNAL FACILITIES ON LOT 01290X, 06923XMK23 AT , UPPER PAYA LEBAR ROAD, LORONG AH SOO|22/05/2014
A0712-00111-2011-CN05|PROPOSED DBSS PUBLIC HOUSING DEVELOPMENT COMPRISING 4 BLOCKS OF 22-STOREY RESIDENTIAL UNITS, 1 BLOCK OF 7-STOREY MULTI-STOREY CARPARK BUILDING (TOTAL 682 UNITS) ON LOT 4463X MUKIM 6 AT YUAN CHING ROAD (JURONG WEST PLANNING AREA)|21/05/2014
A1750-00163-2013-CN01|PROPOSED ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE WITH ATTIC AND SWIMMING ON LOT 00941L MK 15 AT 141 HILLCREST ROAD|14/05/2014
A0861-00014-2012-CN01|PROPOSED NEW ERECTION OF A THREE STOREY INTERMEDIATE TERRACE DWELLING HOUSE ON LOT 00663N MK 10 AT 22 CHUN TIN ROAD SINGAPORE 599608 (BUKIT TIMAH PLANNING AREA)|14/05/2014
A0720-00244-2011-CN01|PROPOSED NEW ERECTION OF A SINGLE STOREY CORNER TERRACE DWELLING HOUSE WITH AN ATTIC ON LOT 03599P MK22 AT  210, YIO CHU KANG ROAD, SINGAPORE 545652|28/05/2014
A1441-00003-2010-CN03|PROPOSED AMENDMENT TO APPROVED ERECTION OF 5 BLOCKS OF 24-STOREY CONDOMINIUM (496 UNITS) WITH LANDSCAPE DECK AND SWIMMING POOL ON LOT 02559M, MK16 AT PETIR ROAD,  (BUKIT PANJANG PLANNING AREA), SINGAPORE 000000|09/05/2014
