TITLE|BUILDER|PROFESSIONAL ENGINEER|ARCHITECT
PROPOSED ADDITION AND ALTERATION AND CHANGE OF USE OF THE EXISTING 3 STOREY FORT CANNING CENTRE TO AN ART MUSEUMIN LOT 00501X(PT) TS20 AT COX TERRACE, (S)179618 (MUSEUM PLANNING AREA) ON LOT 00501X TS20 AT COX TERRACE|Mok Kee Seng , SUNRAY WOODCRAFT CONSTRUCTION PTE LTD|CHUNG VUI LEONG|ANGELENE CHAN
PROPOSED NEW LIFT (LUP) PROGRAMME TO EXISTING 3/4 STOREYS MULTI-STOREY CARPARK AT BLOCK 269A  ON LOT 02312A MK-31 AT PASIR RIS STREET 21|Mr Low Chan Pang , CHANG HUA CONSTRUCTION PTE LTD|Mr Wee Boon Liang|MR JULIAN JONG MING SIANG
PROPOSED NEW ERECTION OF A 3-STOREY SEMI-DETACHED DWELLING HOUSE ON LOT 00519A MK 05 AT 24 JALAN SELANTING|Chua Sock Hoon (Cai Xueyun) , FUTURE INTERIOR ASIA PTE. LTD.|WEE KAY CHARN|FOO KIAT LAN
PROPOSED ADDITIONS AND ALTERATIONS TO THE EXTERNAL FACADE OF AN EXISTING SHOWROOM AND OFFICE FOR JAGUAR LAND ROVER ON LOT 01477L MK 01 AT 45 LENG KEE ROAD|CHANG CHOON WAI , TMG Projects Pte Ltd|JOSEPH TANG ING HUA|MIKE LEE TECK FOO
PROPOSED NEW LIFT (LUP) PROGRAMME TO EXISTING 5 STOREYS AND ROOF GARDEN MULTI-STOREY CARPARK AT BLOCK 270 ON LOT 01809M MK-21 AT SENGKANG CENTRAL|Mr Low Chan Pang , CHANG HUA CONSTRUCTION PTE LTD|Ms Lee Yen Fong|JULAIN JONG MING SIANG
PROPOSED INTERNAL ACCESS STAIRCASE & PARTITION WORKS TO 16TH & 17TH STOREY OF EXISTING BUSINESS PARK AT FUSIONOPOLIS PLACE FOR M/S GARENA ONLINE PRIVATE LIMITED ON LOT 05012W, 05013V & 05019X MK03 AT 1 FUSIONOPOLIS PLACE|GOW U CHIUN (WU YOUJUN) , NGAI CHIN CONSTRUCTION PTE LTD|CHEN GUANGMING|
PROPOSED ERECTION OF CONDOMINIUM COMPRISING OF 5 BLOCKS (19, 21, 22, 23-STOREY) RESIDENTIAL FLATS (TOTAL 521 UNITS) WITH 2 BASEMENT CARPARKS, SWIMMING POOL AND COMMUNAL FACILITIES ON LOTS 4340A MK 20 AT SENGKANG WEST AVE / FERNVALE LINK|YONG TIAM YOON , WOH HUP (PRIVATE) LIMITED|BENJAMIN LAU CHEE HOONG|C N SUNEETH
PROPOSED ERECTION OF A PART SINGLE / PART 2-STOREY SINGLE-USER GENERAL INDUSTRIAL BUILDING WITH ANCILLARY WORKERS DORMITORY (FOR 14 WORKERS) ON LOT 4668X (PLOT 4) MK07 AT TUAS SOUTH STREET 6 (TUAS PLANNING AREA)|GOH TAN GEK , VICO CONSTRUCTION PTE LTD|SOH LIAN SENG|GAW YING HWEE TIMOTHY
PROPOSED UNDERGROUND MASS RAPID TRANSIT CUT AND COVER TUNNEL AND BORED TUNNEL FOR CONTRACT C921 DOWNTOWN LINE STAGE 2 AT ROCHOR AND LITTLE INDIA ON LOT 00631P, 00633A, 00637L, 00645P, 00647A, 00785K, 00931A, 01880C PROV LOT,  TS18 AT BUKIT TIMAH ROAD, ROCHOR CANAL ROAD, SUNGEI ROAD|Kim Woo Sang , Ssyang Yong Engineering & Construction Co. Ltd.|LEE KIANG HOCK|
PROPOSED DEMOLITION OF EXISTING 2-STOREY FACTORY ON LOT 04329P MK23 AT 21 DEFU AVENUE 1 (HOUGANG PLANNING AREA)|LAMORIN ANGELIE LIBRADO , KM INTERIOR WORK PTE LTD|YEOH BOON KANG|
PROPOSED ADDITION OF PIPE SUPPORTS AT C8801 IN CD5 WITHIN EXISTING OIL REFINERY COMPLEX ON LOT 128L, 129C, 20T, 21A, 22K, 264X, 267M, 67K, 99998A & 9C MK34 AT PULAU BUKOM BESAR|Azmi Bin Atan , SCAN-BILT PTE LTD|TAN WAI KIM|
PROPOSED SHELTER TO OUTDOOR REFRESHMENT AREA (ORA) TO EXISTING EATING HOUSE ON LOT 05933P , MK 13 AT BLOCK 780 WOODLANDS CRESCENT (UNIT #01-06) SINGAPORE 730780|TANG SOO TECK , HILLTOP CONTRACTOR PTE LTD|CHEONG KUAN LEONG|
PROPOSED NEW ERECTION OF A 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSEWITH AN ATTIC AND A BASEMENT AT 125 JALAN LANGGAR BEDOK ON LOT 04128W MK27 AT 125 JALAN LANGGAR BEDOK|TAN CHUNG MENG , TS ONG CONSTRUCTION PTE LTD|LENG KWEK MIN|CASEY CHUA KAE-SHIN
PROPOSED CONDOMINIUM HOUSING DEVELOPMENT COMPRISING 4 BLOCKS OF 12-STOREY AND 3 BLOCKS OF 13-STOREY RESIDENTIAL BUILDING (TOTAL: 679 UNITS) WITH A BASEMENT CARPARK, TENNIS COURT, SWIMMING POOL AND CLUBHOUSE FACILITIES ON LOT 4732P MK31 AT PASIR RIS DRIVE 4|SWAMINATHAN RAMESH KUMAR , CHIA HIN BUILDING & PLUMBING CONSTRUCTION PTE LTD|Wong Yew Fai|
PROPOSED RECONSTRUCTION OF THE EXISTING 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC AND A BASEMENT ON LOT 4790M MK 18 AT 47 DEDAP ROAD (SERANGOON PLANNING AREA)|Ong Lee Heng ,|CHUA YEW HIN|CHAN KOK WAY
PROPOSED ADDITIONS & ALTERATIONS TO EXISTING MULTI-STOREY CARPARK BLOCK 2B WITH NEW LIFT / LIFT LOBBY AT BOON TIONG ROAD (LIFT INSTALLATION PROGRAMME TO EXISTING MSCP) ON LOT 02541C MK01 AT 2B BOON TIONG ROAD|CHAN JEE KHIN , KEN-PAL (S) PTE LTD|SAMUEL KUAN|LIM KENG YONG
PROPOSED NEW ERECTION OF 2-STOREY CORNER TERRACE DWELLING HOUSE WITH AN ATTIC ON LOT 97210X MK 18 AT 9 CONISTON GROVE|THET LWIN OO ,|TAY AIK JIUN|YEO AIK KHOON
PROPOSED ERECTION OF A SINGLE-USER 4-STOREY FACTORY WITH PART 4-STOREY ANCILLARY OFFICE AND PART 5-STOREY ANCILLARY WORKERS DORMITORY ON LOT 00484N & 00813M MK11 AT 7 SUNGEI KADUT STREET 3|FION NG KING HOON , GRANDWORK INTERIOR PTE LTD|Kee Ching Guan|ONG EK KOON
PROPOSED ERECTION OF A 6-STOREY COMMERCIAL BUILDING WITH POLYCLINIC AND A BASEMENT ON LOTS 2610V(SL)PT AND 00800T(SL)PT MK 21 AT 681 PUNGGOL DRIVE (PUNGGOL NC1) (PUNGGOL PLANNING AREA)|MOO KWANG KAI , KEAT SENG PILING|Allan Teo Kok Jin,Ooi Poh Hai|YAP MONG LIN
PROPOSED ADDITION & ALTERATION TO EXISTING DEVELOPMENT FOR M/S HOUSING DEVELOPMENT BOARD OF NEW SUB-STATION AT OPEN CAR PARK BETWEEN BLOCKS 602 & 603 & NEW CONSUMER SWITCH ROOM AT VOID DECK OF BLOCKS 601, 602, 603, 604, 605 & 606 ON LOTS 07712K, 07713N, 07|NG HAI TONG , STALLION DEVELOPMENT PTE LTD|Leong Meng Sun|WENDY TAN KUAN KUAN
PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 4 BLOCKS OF 16-STOREY RESIDENTIAL BUILDINGS (TOTAL 725 UNITS) WITH MULTI-STOREY CAR PARK, ESS & PRECINCT PAVILION, COMMUNITY & COMMERCIAL FACILITIES (NEIGHBOURHOOD CENTRE) AT BUANGKOK LINK / BUANGKOK CRESCENT  ON LOT 2390W MK21 AT BUANGKOK CRESCENT|Kenneth Siew Tet Wah , Expand Construction Pte Ltd|Lee Leong How|MOHD ASADUZ ZAMAN
PROPOSED ADDITION AND ALTERATION TO THE EXISTING SINGLE STOREY FACTORY WITH PART 2-STOREY ANCILLARY OFFICE ON LOT 03389W MK 07 AT 18 GUL CRESCENT|Ham Wee Deng , DN HYBRID PTE. LTD.|NG SOON HUA|
PROPOSED ADDITION OF A SWIMMING POOL TO THE EXISTING 2-STOREY DETACHED DWELLING HOUSE ON LOT 00622K MK16 AT 102 BINJAI PARK SINGAPORE 589888|Ong Thong Hoe , PANTECH CONSTRUCTION PTE. LTD.|CHANG CHOON MENG|CHAN YAT WENG
PROPOSED 7-STOREY NURSING HOME WITH BASEMENT CARPARK ON LOT 07519V MK5 AT JURONG EAST AVENUE 1|SUN ZHANFENG , HPC BUILDERS PTE LTD|CHONG KENG WEE|LEE KUT CHEUNG
PROPOSED ADDITIONS & ALTERATIONS INVOLVING NEW LIFT WITH NEW LIFT CORE TO BLOCKS 897D, 605A & 895D (MULTI-STOREY CARPARK) ON LOT 03104M, 03076C & 03103C MK 13 AT WOODLANDS DRIVE 50, WOODLANDS DRIVE 42 & WOODLANDS DRIVE 50|Venkataswamy Vasudevappa , KINDLY CONSTRUCTION & SERVICES PTE. LTD.|ZHOU TONG QUAN|GOH SIAN YEW
PROPOSED ADDITION OF A PARK SHELTER WITH BBQ AREA AND HARDCOURT IN FRONT OF EXISTING HDB BLOCK 526 ON LOT 04144T MK06 AT 526 JURONG WEST STREET 52|LEE CHONG HENG , SENG FOO BUILDING CONSTRUCTION PTE LTD|WONG YOK SIONG|
PROPOSED ALTERATIONS/ADDITIONS TO THE EXISTING 4TH STOREY WAREHOUSE OF A 5 STOREY WAREHOUSE BUILDING ON LOT 3406W MK03 AT 63 ALEXANDRA TERRACE|TEO CHOON SENG , MSE PROJECTS PTE. LTD.|NAGARAJAH SENTHILRAJAN|
PROPOSED 13-STOREY COMMERCIAL DEVELOPMENT COMPRISING RETAIL, OFFICES, MULTI-STOREY CARPARK AND 2 BASEMENTS ON LOT 06961W MK23 AT EUNOS ROAD 8|Lee Yoon Moi , Low Keng Huat (Singapore) Limited|Lim Eng Leong|
PROPOSED NEW ERECTION OF 5-STOREY GOSPEL LIGHT CHRISTIAN CHURCH WITH 2 BASEMENT LEVEL AND ATTIC ON LOT 2615N MK21 AT PUNGGOL FIELD WALK|KAMARUZAMAN BIN HANAFI , HONG KIAT CONSTRUCTION PTE LTD|Lee Hong Keow,Ng Dick Young|HO TZU YIN
PROPOSED ERECTION OF A 5-STOREY MOSQUE ON LOT 06064K MK 13 AT WOODLANDS DRIVE 17|CHAN JEE KHIN , KEN-PAL (S) PTE LTD|KANG JIANHAN|LEE KUT CHEUNG
PROP PUBLIC HOUSING DEVT COMPRISING OF 7 BLOCKS OF 5/14/16-STOREY RESIDENTIAL BUILDING (TOTAL 1012 UNITS) WITH COMMUNITY FACILITIES, ONE BLOCK MULTI-STY CAR PARKS, 2 PRECINCT PAVILION, 2 ESS, EATING HOUSE & COMMERCIAL FACILITES AT SEMBAWANG CRESCENT FOR SE ON LOT 06175 M MK13 AT SEMBAWANG CRESCENT|LIM LAY MENG , LC&T BUILDER (1971) PTE. LTD.|NG SOON HUA|STEVEN LOW KONG YEN
PROPOSED UPGRADING OF EXISTING CHIJ KATONG CONVENT SCHOOL INVOLVING THE NEW ERECTION OF A NEW 3-STOREY ISH BLOCK AND A NEW 6-STOREY CLASSROOM BLOCK AND A&A WORKS TO EXISTING 4-STOREY SCHOOL BUILDING ON LOT 10157K MK26 AT 346 MARINE TERRACE (MARINE PARADE P|CAO WEIMIN , NEWCON BUILDERS PTE. LTD.|LOH LEE HIANG|GOH CHONG CHIA
PROPOSED ERECTION OF A BLOCK OF 8-STOREY MULTI-USER LIGHT INDUSTRIAL BUILDING WITH ANCILLARY OFFICES AND TEMPORARY ANCILLARY STAFF CANTEEN ON LOT 00788N MK23 AT 22 NEW INDUSTRIAL ROAD (HOUGANG PLANNING AREA)|MIN THAN WIN @MOHAMMADOMAR SHARIF , INTERPRO CONSTRUCTION PTE LTD|SOO YET CHUNG|LAU CHEE MENG
PROPOSED ERECTION OF A MULTIPLE-USER LIGHT INDUSTRIAL DEVELOPMENT COMPRISING A BLOCK OF 9-STOREY RAMP-UP FACTORY BUILDING (TOTAL 98 FACTORY UNITS WITH MEZZANINE FLOOR AND 149 FACTORY UNITS) AND A TEMPORARY ANCILLARY STAFF CANTEEN (TOTAL 1 UNIT) ON LOT 0361|KEE SHACK KIANG , SH DESIGN & BUILD PTE. LTD.|YAP SOO HENG|GRACE YOUNG KOK INN
PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 1 BLOCK OF 28/30-STOREY & 2 BLOCKS OF 40-STOREY RESIDENTIAL BUILDING (TOTAL 502 UNITS) WITH A BLOCK OF MULTI-STOREY CARPARK, ESS, PRECINCT PAVILION & COMMUNITY FACILITIES ON LOT 3260W PT, 4118X PT, 7590A PT &|SENG CHEE KEONG , SUNHUAN CONSTRUCTION PTE LTD|CHNG CHE HWA|CHOY MENG YEW
PROPOSED IMPROVEMENT TO PIONEER SECTOR OUTLET DRAIN ON LOT 03379A MK07 AT GUL ROAD, PIONEER SECTOR WALK|CHANG SIN FEE , WAI FONG CONSTRUCTION PTE LTD|TAY HIN GUAN|TAY HIN GUAN
PROPOSED ADDITIONS AND ALTERATIONS TO THE EXISTING 3-STOREY DETACHED DWELLING HOUSE ON LOT 01994X MK 29 AT 51 RIVERINA CRESCENT|YIP MUN LONG , S.L. GOH GENERAL CONTRACTOR|NG DICK YOUNG|
PROPOSED ADDITION OF A COVERED LINKWAY LINKING EXISTING COVERED LINKWAYS AT HDB BLOCK 265 AND 269 AND A DROP-OFF POINT AT HDB BLOCK 274 ON LOT 08547X MK05 AT 265 TOH GUAN ROAD, 269 TOH GUAN ROAD, 274 TOH GUAN ROAD|LEE CHONG HENG , SENG FOO BUILDING CONSTRUCTION PTE LTD|WONG YOK SIONG|
PROPOSED REDEVELOPMENT OF THE EXISTING 2-STOREY TYPE C6 STANDARD FACTORY TO A PART 7/PART 4-STOREY SINGLE USER FACTORY WITH ANCILLARY OFFICE ON LOT 1928V MK 31 AT 28 LOYANG CRESCENT (PASIR RIS)|NG KIM HOE , ENGINEERING CONSTRUCTION PTE. LTD.|TAI TAN YIN|
PROPOSED ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT BLOCK 212 WITH NEW LIFT / LIFT LOBBY AT HOUGANG STREET 21 (LIFT UPGRADING PROGRAMME) ON LOT 07190L, 07191C & 09358W MK22 AT 212 HOUGANG STREET 21|CHAN JEE KHIN , KEN-PAL (S) PTE LTD|GOH CHEE KIONG|LIM KENG YONG
PROPOSED CONDOMINIUM DEVELOPMENT COMPRISING 6 BLOCKS OF 3-STOREY STRATA TERRACES WITH BASEMENT & ROOF TERRACE AND 23 BLOCKS OF 5-STOREY RESIDENTIAL FLATS (748 UNITS) WITH COMMERCIAL SHOPS AT 1ST STOREY, 1 LEVEL OF BASEMENT CARPARK, SWIMMING POOLS, CLUBHOUS ON LOT 6879X MK23 AT JALAN EUNOS|YONG TIAM YOON , WOH HUP (PRIVATE) LIMITED|TAN CHARNG CHERNG|JEREMY TAN MOH HUAT
PROPOSED NEW ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC AND ROOF TERRACE ON LOT 01368X MK10 AT 27 CHU YEN STREET|Lim Geok Beng , BETHNAL CONSTRUCTION PTE. LTD.|PUA TECK SENG|EDMUND LOW CHENG HAI
PROPOSED GLASS WINDOW INSTALLATION TO REPLACE EXISTING ON LOT 4047PT MK03 AT 8A BIOMEDICAL GROVE|KOH CHYE HUAT , TAYU CONSTRUCTION|PHUA CHENG PIAO|
PROPOSED ADDITION OF A NEW 2-STOREY DETACHED DWELLINGHOUSE WITH BASEMENT & ATTIC AS AN EXTENDION TO THEEXISTING 2-STOREY DETACHED DWELLING HOUSE ON LOT 09543N & 4729P MK17 AT 111  WHITLEY ROAD|JOYCE TAY LI LING , FUTURE INNOVATION & CONSTRUCTION PRIVATE LTD.|KEE CHING GUAN|LIU TZE TAI
PROPOSED ERECTION OF 1 UNIT OF 2-STOREY SEMI-DETACHED HOUSE WITH AN ATTIC, A BASEMENT AND A SWIMMING POOL ON LOT 02776M MK04 AT 43 NAMLY CRESCENT|MADAM MIRANDA HOPE AQUINO , HOLDEN TILING & CONSTRUCTION PTE LTD|Er. LIM PUAY CHOO (Dr.)|MR ERNESTO FRANCISCO BEDMAR
PROPOSED ADDITIONS AND ALTERATIONS TO EXISTING PEDESTRIAN OVERHEAD BRIDGE INVOLVING ERECTION OF NEW LIFT SYSTEM, NEW COVERED RAMP AND COVERED LINKWAY ON LOT 05792T PT, 03089N PT AND 06323C PT MK04 AT HOLLAND ROAD|Ronnie Granado Chavez , C K T THOMAS PRIVATE LIMITED|Ong Lian Huat|KONG CHEE CHOON
PROPOSED RECONSTRUCTION TO 1 UNIT OF 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH A SWIMMING POOL ON LOT 00688W MK25 AT NO. 438 TANJONG KATONG ROAD SINGAPORE 437148 (MARINE PARADE PLANNING AREA)|ARUNACHALAM BOOPATHI , YEW SENG HENG CONSTRUCTION PTE LTD|LIM TSUN CHIET|CHIN KEAN KOK
PROPOSED NEIGHBOURHOOD RENEWAL PROGRAMME (BATCH 7) FOR BLOCKS 211 TO 224 AT TOA PAYOH LORONG 8 FOR THE TOWN COUNCIL POTONG PASIR ON LOT 04235C, 04238V, 04359P, 04361V, 04373M, 04374W, 04375V, 04515L, 09881V & 09883T MK17 AT 211 LORONG 8 TOA PAYOH|LOW KHEE MENG , Sin Yong Iron Works Pte Ltd|TIONG HOO TUONG|HUANG JIA YEU
PROPOSED ERECTION OF A 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH ATTIC ON LOT 96043X MK26 AT 32 LORONG 105 CHANGI|LEONG TIAN KIN , BUILDPRIME CONSTRUCTION PTE LTD|WONG YEW FAI|LEE TECK MENG
PROPOSED ERECTION OF 2-STOREY SEMI-DETACHED HOUSE WITH AN ATTIC & SWIMMING POOL ON LOT 93914M MK26 AT 25 JEDBURGH GARDENS SINGAPORE 457091|MUTHU PALANIAPPAN , NIC & WES CONSTRUCTION PTE. LTD.|Soh Meng Seng|CHAN YAT WENG
PROPOSED ERECTION OF 8-STOREY RESIDENTIAL FLATS ( 65 UNITS) DEVELOPMENT WITH MULTI-STOREY CARPARK, LAP POOL AND COMMUNAL FACILITIES ON LOT 02567N, 02568X, 02569L, 02570N, 02571X, 02572L & 02573C MK25 AT 48 LORONG 32 GEYLANG, 50 LORONG 32 GEYLANG, 52 LORONG 32 GEYLANG, 54 LORONG 32 GEYLANG, 56 LORONG 32 GEYLANG, 58 LORONG 32 GEYLANG, 60 LORONG 32 GEYLANG|KOH CHUNG KWONG , PAUL Y CONSTRUCTION & ENGINEERING PTE LTD|TENG SWEE TEOW|MIKE LEE TECK FOO
PROPOSED ADDITIONS AND ALTERATIONS TO EXISTING PEDESTRIAN OVERHEAD BRIDGE NEAR MARSILING MRT STATION INVOLVING ERECTION OF NEW LIFT SYSTEM, COVERED LINKWAYS AND LINK BRIDGE ON LOT 03131N PT, 02845C PT, 02153P PT AND 02152V PT MK 13 AT WOODLANDS AVENUE 3|Ronnie Granado Chavez , C K T THOMAS PRIVATE LIMITED|CHUA HOCK BENG|KONG CHEE CHOON
PROPOSED ERECTION OF 1 UNIT OF 2-STOREY SEMI-DETACHED HOUSE WITH AN ATTIC, A BASEMENT AND A SWIMMING POOL ON LOT 02777W MK04 AT 41 NAMLY CRESCENT|MADAM MIRANDA JUDITH HOPE AQUINO , HOLDEN TILING & CONSTRUCTION PTE LTD|Er. LIM PUAY CHOO (Dr)|MR ERNESTO FRANCISCO BEDMAR
PROPOSED ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE WITH BASEMENT, ATTIC AND SWIMMING POOL ON LOT 01480A MK 15 AT 21 VANDA CRESCENT (BUKIT TIMAH AREA)|Tan Soo Moi , J T A CONSTRUCTION PTE. LTD.|Wong Yew Fai|RONNIE GOH SIEW HUAT
PROPOSED EXTENSION OF T&C (TUBING & CANNULA) PRODUCTION PLANT TO EXISTING FACTORY ON LOT 02876M, MK07 AT 30 TUAS AVENUE 2 SINGAPORE 639461 (TUAS PLANNING AREA)|TAKENAKA CORPORATION / NAKASHIMA KIMITOSHI , TAKENAKA CORPORATION|POH CHER SENG|THOMAS HO KWOK TAO
PROPOSED ADDITION AND ALTERATION TO EXISTING 28-STOREY OFFICE DEVELOPMENT WITH 3 BASEMENT LEVEL ON LOT 00604P TS01 AT 20 CECIL STREET|Mok Kee Seng , SUNRAY WOODCRAFT CONSTRUCTION PTE LTD|LIM TUAN CHEOW|LIM CHAI BOON
PROPOSED ERECTION OF A 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE ON LOT 04952V & 10308C MK 26 AT 69 LORONG H TELOK KURAU|ANG EE GAN , SHENG SENG CONSTRUCTION PTE LTD|KEE CHING GUAN|TAI YIH WEN
PROPOSED ADDITIONS & ALTERATIONS TO EXISTING 5-STOREY WAREHOUSE WITH BASEMENT CARPARK ON LOT 09522K MK 27 AT 15 CHANGI SOUTH STREET 2 SINGAPORE 486068 (TAMPINES PLANNING AREA)|Tham Kwang Hain , Edenn Services Pte Ltd|LIM TSUN CHIET|CHU YANG KENG
PROPOSED DEMOLITION OF 3 UNITS OF 250MW BOILER STRUCTURE (UNITS 7, 8 & 9) AT POWER SERAYA POWER STATION ON LOTS 365K, 562X & 715P MK 34, NO. 3 SERAYA AVENUE, JURONG ISLAND|LIM BEE HA , BENG SOON MACHINERY SERVICES(S) PTE LTD|NG BOON HOO|
PROPOSED EXTENSION OF EXISTING WORKING PLATFORM TO THE EXISTING SINGLE-USER INDUSTRIAL DEVELOPMENT ON LOTS 4605K MK 06 AT 4 CHIN BEE DRIVE, SINGAPORE 619855|TEE CHOW MENG , BUILTACT CONSTRUCTION PTE LTD|ER. PHUA TAI MIN|
PROPOSED ERECTION OF A19-STOREY HOTEL DEVELOPMENT COMPRISING 1500 GUEST ROOMS, RESTAURANTS, FOOD COURT, GYM, SHOPS AND A SWIMMING POOL ON LOT 00609T TS15 AT VICTORIA STREET|Low Chan Pang , Chang Hua Construction Pte Ltd|Tan Hooi Kiat|MR LEE CHIEW LEONG
PROPOSED ERECTION OF A 38-STOREY OFFICE DEVELOPMENT WITH 3-STOREY BASEMENT CARPARK, 3-STOREY PODIUM AND ROOF GARDEN ON LOTS 00336P & 00337T TS02 AT CECIL STREET/TELOK AYER STREET (DOWNTOWN CORE PLANNING AREA)|HAN KI SUNG , HYUNDAI ENGINEERING & CONSTRUCTION CO. LTD|KAM MUN WAI|TAN CHEE KIANG
PROPOSED NEW 10-STOREY HOTEL DEVELOPMENT WITH BASEMENT CARPARKS, SWIMMING POOL AND ROOF TERRACES AT KRAMAT LANE/CAVENAGH ROAD ON TS 19 LOT NOS. 00224N, 00310T, 00312K (ORCHARD PLANNING AREA) ON LOT 224, 310T & 312K TS19 AT KRAMAT LANE|LU ZONGLIANG , FUJI SIGNCRAFTS INDUSTRIES PTE LTD|Kee Ching Guan|DANIEL LAW CHIN YAN
PROPOSED ADDITIONS & ALTERATIONS TO EXISTING PART 1ST STOREY RETAIL SHOP & REMOVAL OF PART TILED ROOF ON 4TH STOREY, ADDITION OF A NEW COVERED WALKWAY GLASS ROOF, & UPGRADING WORKS TO EXISTING WALKWAY ON LOT 972L, 973C, 974M, 975W TS27 AT 320 ORCHARD ROAD|KOAY TENG XUAN , SWEES-TECH ENGINEERING PTE. LTD.|LIM TUAN CHEOW|CHNG HSI YEE CAROL
PROPOSED ADDITIONS & ALTERATIONS TO 2 UNITS OF  2-STOREY CONSERVATION RESIDENTIAL SHOPHOUSES AS AN INTEGRATED SINGLE DWELLING UNIT WITH NEW ROOF MEZZANINE AND NEW REAR EXTENSION ON LOTS 99794V, 99797A & 99798K TS 27 AT 86 & 88 EMERALD HILL ROAD (EMERALD HI|TAY WEE LIN , OH LIAN HOCK CONSTRUCTION PTE LTD|tan jiok saw|ONG KENG BOON
PROPOSED ADDITIONS AND ALTERATIONS TO EXISTING SINGLE-USER SINGLE-STOREY DETACHED FACTORY INVOLVING TEMPORARY ANCILLARY WORKERS' DORMITORY (32 WORKERS) AT MEZZANINE FLOOR ON LOT 02129C MK 13 AT 26 KRANJI ROAD.|SER THONG KOO , SK ENGINEERING SERVICES PTE LTD|GOH CHIN ENG|GOH CHIN ENG
PROPOSED ERECTION OF A 2-STOREY SINGLE-USER INDUSTRIAL DEVELOPMENT (BUSINESS 2) AT SELETAR AEROSPACE CRESCENT, SELETAR AEROSPACE PARK ON LOT 4809T & 4842P MK20 AT SELETAR AEROSPACE CRESCENT|AUNG NAING MOE , LEONG HIN PILING PTE LTD|LIEW YOON HSIEN|FRANCIS HWANG HUAT KUONG
PROPOSED ERECTION OF 6-STOREY HOTEL DEVELOPMENT (69 ROOMS) AND ANCILLARY FACILITIES ON LOT 98905C TS17 AT 162 TYRWHITT ROAD (KALLANG PLANNING AREA)|YUAN ZHEN , Star Engineering Pte Ltd|LIU XIANMING|HENG CHIANG HOCK
PROPOSED ERECTION OF A 10 STOREY RESIDENTIAL FLATS WITH AN ATTIC (16 UNITS) DEVELOPMENT WITH A SWIMMING POOL AND BASEMENT MECHANIZED CARPARK ON LOT 05412X MK 25 AT NO. 40 MEYER ROAD (MARINE PARADE PLANNING AREA)|LIM EMAN , M3 BUILDERS PTE. LTD.|TEO JIN KWEE|
PROPOSED ADDITIONS AND ALTERATIONS INVOLVING NEW LIFT WITH NEW LIFT CORE TO BLOCK 306B (MULTI-STOREY CARPARK) & NEW LIFT TO EXISTING LIFT CORE AT BLOCKS 306A, 313A & 316A (MULTI-STOREY CARPARK) ON LOTS 03294A, 03297X & 03265N MK 13 AT CANBERRA ROAD, SEMBAW|VENKATASWAMY VASUDEVAPPA , KINDLY CONSTRUCTION & SERVICES PTE LTD|SAM CHANG LOUNG|GOH SIAN YEW
PROPOSED ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT BLOCKS 203 & 204 WITH NEW LIFTS / LIFT LOBBIES AT HOUGANG STREET 21 (LIFT UPGRADING PROGRAMME) ON LOT 07186X, 07187L, 07188C & 07190L MK22 AT 203 HOUGANG STREET 21, 204 HOUGANG STREET 21|CHAN JEE KHIN , KEN-PAL (S) PTE. LTD.|GOH CHEE KIONG|LIM KENG YONG
PROPOSED DROP-OFF POINT AT BLOCK 786 ON LOT 01531A MK19 AT 786 YISHUN RING ROAD|CHEW SOO CHAN , RIGHT TECH (S) PTE LTD|TAN BIN KEONG|YEO-KHOO KEAT SEANG
PROPOSED ERECTION OF 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE ON LOT 2623C MK05 AT WEST COAST TERRACE|VERSARIO MA KATRINA GONZALES , WEN YI CONSTRUCTION PTE. LTD.|FRANKIE SIM GIM LEONG|WOON KOK WOH
PROPOSED LINKWAY FROM HQ SOUTH GATE TO EXISTING CPC LINKWAY FOR CHANGI PRISON COMPLEX ON LOT 04711C MK31 AT UPPER CHANGI ROAD NORTH|LUA YOCK HOEY , JI-HON DEVELOPMENT PTE. LTD.|HO HONG KEOW|SHANKAR NAGANAMBALAGARAN RAMASAMY
PROPOSED ERECTION OF RESIDENTIAL FLAT DEVELOPMENT COMPRISING OF 3 BLOCKS OF 21 STOREY AND 10 UNITS OF 3 STOREY STRATA SEMI-DETACHED (TOTAL: 445 UNITS) WITH 2 LEVELS OF BASEMENT CARPARK, SWIMMING POOL, LANDSCAPE DECK AND COMMUNAL FACILITIES ON LOT 17575V MK18 AT BRIGHT HILL DRIVE|MR ANG BEE SOON , Unison Construction Pte Ltd|GOH CHENG CHAI|MR CHOY MENG YEW
